"Plot Title: 9790163"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 9790163, SEN S/N: 9790163)","RH, % (LGR S/N: 9790163, SEN S/N: 9790163)","Intensity, lum/ft² (LGR S/N: 9790163, SEN S/N: 9790163)"
478,02/03/17 11:57:00 PM,78.645,64.610,1.8
479,02/03/17 11:58:00 PM,78.645,64.640,1.8
480,02/03/17 11:59:00 PM,78.645,64.610,1.8
481,02/04/17 12:00:00 AM,78.645,64.640,1.8
482,02/04/17 12:01:00 AM,78.645,64.610,1.8
483,02/04/17 12:02:00 AM,78.602,64.636,1.8
484,02/04/17 12:03:00 AM,78.602,64.605,1.8
485,02/04/17 12:04:00 AM,78.602,64.636,1.8
486,02/04/17 12:05:00 AM,78.602,64.636,1.8
487,02/04/17 12:06:00 AM,78.602,64.605,1.8
488,02/04/17 12:07:00 AM,78.602,64.636,1.8
489,02/04/17 12:08:00 AM,78.602,64.605,1.8
490,02/04/17 12:09:00 AM,78.602,64.636,1.8
491,02/04/17 12:10:00 AM,78.602,64.666,1.8
492,02/04/17 12:11:00 AM,78.602,64.636,1.8
493,02/04/17 12:12:00 AM,78.559,64.632,1.8
494,02/04/17 12:13:00 AM,78.559,64.632,1.8
495,02/04/17 12:14:00 AM,78.559,64.632,1.8
496,02/04/17 12:15:00 AM,78.559,64.662,1.8
497,02/04/17 12:16:00 AM,78.559,64.632,1.8
498,02/04/17 12:17:00 AM,78.559,64.662,1.8
499,02/04/17 12:18:00 AM,78.559,64.632,1.8
500,02/04/17 12:19:00 AM,78.559,64.662,1.8
501,02/04/17 12:20:00 AM,78.559,64.662,1.1
502,02/04/17 12:21:00 AM,78.559,64.662,1.8
503,02/04/17 12:22:00 AM,78.559,64.662,1.8
504,02/04/17 12:23:00 AM,78.559,64.662,1.8
505,02/04/17 12:24:00 AM,78.514,64.628,1.8
506,02/04/17 12:25:00 AM,78.514,64.658,1.8
507,02/04/17 12:26:00 AM,78.514,64.658,1.8
508,02/04/17 12:27:00 AM,78.514,64.658,1.8
509,02/04/17 12:28:00 AM,78.514,64.719,1.8
510,02/04/17 12:29:00 AM,78.514,64.658,1.8
511,02/04/17 12:30:00 AM,78.514,64.689,1.8
512,02/04/17 12:31:00 AM,78.514,64.658,1.8
513,02/04/17 12:32:00 AM,78.514,64.689,1.8
514,02/04/17 12:33:00 AM,78.514,64.689,1.8
515,02/04/17 12:34:00 AM,78.471,64.684,1.8
516,02/04/17 12:35:00 AM,78.514,64.719,1.8
517,02/04/17 12:36:00 AM,78.471,64.715,1.8
518,02/04/17 12:37:00 AM,78.471,64.684,1.8
519,02/04/17 12:38:00 AM,78.471,64.715,1.8
520,02/04/17 12:39:00 AM,78.471,64.684,1.8
521,02/04/17 12:40:00 AM,78.471,64.684,1.8
522,02/04/17 12:41:00 AM,78.471,64.684,1.8
523,02/04/17 12:42:00 AM,78.471,64.715,1.8
524,02/04/17 12:43:00 AM,78.471,64.684,1.8
525,02/04/17 12:44:00 AM,78.471,64.715,1.8
526,02/04/17 12:45:00 AM,78.471,64.715,1.8
527,02/04/17 12:46:00 AM,78.427,64.711,1.8
528,02/04/17 12:47:00 AM,78.427,64.741,1.8
529,02/04/17 12:48:00 AM,78.427,64.680,1.8
530,02/04/17 12:49:00 AM,78.427,64.711,1.8
531,02/04/17 12:50:00 AM,78.427,64.741,1.8
532,02/04/17 12:51:00 AM,78.427,64.680,1.8
533,02/04/17 12:52:00 AM,78.427,64.711,1.8
534,02/04/17 12:53:00 AM,78.427,64.711,1.8
535,02/04/17 12:54:00 AM,78.427,64.711,1.8
536,02/04/17 12:55:00 AM,78.427,64.711,1.8
537,02/04/17 12:56:00 AM,78.427,64.741,1.8
538,02/04/17 12:57:00 AM,78.382,64.707,1.8
539,02/04/17 12:58:00 AM,78.382,64.737,1.8
540,02/04/17 12:59:00 AM,78.382,64.707,1.8
541,02/04/17 01:00:00 AM,78.382,64.737,1.8
542,02/04/17 01:01:00 AM,78.382,64.737,1.8
543,02/04/17 01:02:00 AM,78.382,64.707,1.8
544,02/04/17 01:03:00 AM,78.382,64.737,1.8
545,02/04/17 01:04:00 AM,78.382,64.737,1.8
546,02/04/17 01:05:00 AM,78.382,64.737,1.8
547,02/04/17 01:06:00 AM,78.382,64.707,1.8
548,02/04/17 01:07:00 AM,78.339,64.703,1.8
549,02/04/17 01:08:00 AM,78.339,64.733,1.8
550,02/04/17 01:09:00 AM,78.339,64.703,1.8
551,02/04/17 01:10:00 AM,78.339,64.763,1.8
552,02/04/17 01:11:00 AM,78.339,64.763,1.8
553,02/04/17 01:12:00 AM,78.339,64.733,1.8
554,02/04/17 01:13:00 AM,78.339,64.733,1.8
555,02/04/17 01:14:00 AM,78.339,64.733,1.8
556,02/04/17 01:15:00 AM,78.339,64.763,1.8
557,02/04/17 01:16:00 AM,78.339,64.763,1.8
558,02/04/17 01:17:00 AM,78.339,64.763,1.8
559,02/04/17 01:18:00 AM,78.339,64.733,1.8
560,02/04/17 01:19:00 AM,78.339,64.733,1.8
561,02/04/17 01:20:00 AM,78.296,64.759,1.8
562,02/04/17 01:21:00 AM,78.296,64.729,1.8
563,02/04/17 01:22:00 AM,78.296,64.729,1.8
564,02/04/17 01:23:00 AM,78.296,64.759,1.8
565,02/04/17 01:24:00 AM,78.296,64.729,1.8
566,02/04/17 01:25:00 AM,78.296,64.729,1.8
567,02/04/17 01:26:00 AM,78.296,64.759,1.8
568,02/04/17 01:27:00 AM,78.296,64.759,1.8
569,02/04/17 01:28:00 AM,78.296,64.790,1.8
570,02/04/17 01:29:00 AM,78.251,64.755,1.8
571,02/04/17 01:30:00 AM,78.251,64.755,1.8
572,02/04/17 01:31:00 AM,78.251,64.725,1.8
573,02/04/17 01:32:00 AM,78.251,64.725,1.8
574,02/04/17 01:33:00 AM,78.251,64.725,1.8
575,02/04/17 01:34:00 AM,78.251,64.755,1.8
576,02/04/17 01:35:00 AM,78.251,64.755,1.8
577,02/04/17 01:36:00 AM,78.251,64.725,1.8
578,02/04/17 01:37:00 AM,78.251,64.725,1.8
579,02/04/17 01:38:00 AM,78.251,64.755,1.8
580,02/04/17 01:39:00 AM,78.251,64.725,1.8
581,02/04/17 01:40:00 AM,78.251,64.725,1.8
582,02/04/17 01:41:00 AM,78.208,64.751,1.8
583,02/04/17 01:42:00 AM,78.251,64.755,1.8
584,02/04/17 01:43:00 AM,78.208,64.751,1.8
585,02/04/17 01:44:00 AM,78.208,64.751,1.8
586,02/04/17 01:45:00 AM,78.208,64.721,1.8
587,02/04/17 01:46:00 AM,78.208,64.751,1.8
588,02/04/17 01:47:00 AM,78.208,64.751,1.8
589,02/04/17 01:48:00 AM,78.208,64.751,1.8
590,02/04/17 01:49:00 AM,78.208,64.751,1.8
591,02/04/17 01:50:00 AM,78.208,64.781,1.8
592,02/04/17 01:51:00 AM,78.208,64.781,1.8
593,02/04/17 01:52:00 AM,78.208,64.751,1.8
594,02/04/17 01:53:00 AM,78.208,64.781,1.8
595,02/04/17 01:54:00 AM,78.208,64.751,1.8
596,02/04/17 01:55:00 AM,78.165,64.777,1.8
597,02/04/17 01:56:00 AM,78.165,64.777,1.8
598,02/04/17 01:57:00 AM,78.165,64.747,1.8
599,02/04/17 01:58:00 AM,78.165,64.777,1.8
600,02/04/17 01:59:00 AM,78.165,64.777,1.8
601,02/04/17 02:00:00 AM,78.165,64.747,1.8
602,02/04/17 02:01:00 AM,78.165,64.747,1.8
603,02/04/17 02:02:00 AM,78.165,64.777,1.8
604,02/04/17 02:03:00 AM,78.165,64.777,1.8
605,02/04/17 02:04:00 AM,78.165,64.777,1.8
606,02/04/17 02:05:00 AM,78.121,64.773,1.8
607,02/04/17 02:06:00 AM,78.121,64.773,1.8
608,02/04/17 02:07:00 AM,78.165,64.777,1.1
609,02/04/17 02:08:00 AM,78.165,64.777,1.8
610,02/04/17 02:09:00 AM,78.121,64.773,1.8
611,02/04/17 02:10:00 AM,78.121,64.804,1.8
612,02/04/17 02:11:00 AM,78.121,64.773,1.8
613,02/04/17 02:12:00 AM,78.121,64.773,1.8
614,02/04/17 02:13:00 AM,78.121,64.773,1.8
615,02/04/17 02:14:00 AM,78.121,64.773,1.8
616,02/04/17 02:15:00 AM,78.121,64.804,1.8
617,02/04/17 02:16:00 AM,78.121,64.773,1.8
618,02/04/17 02:17:00 AM,78.121,64.773,1.8
619,02/04/17 02:18:00 AM,78.121,64.773,1.8
620,02/04/17 02:19:00 AM,78.121,64.773,1.8
621,02/04/17 02:20:00 AM,78.121,64.773,1.8
622,02/04/17 02:21:00 AM,78.076,64.769,1.8
623,02/04/17 02:22:00 AM,78.076,64.799,1.8
624,02/04/17 02:23:00 AM,78.076,64.799,1.8
625,02/04/17 02:24:00 AM,78.076,64.799,1.8
626,02/04/17 02:25:00 AM,78.076,64.769,1.8
627,02/04/17 02:26:00 AM,78.076,64.769,1.8
628,02/04/17 02:27:00 AM,78.076,64.799,1.8
629,02/04/17 02:28:00 AM,78.076,64.769,1.8
630,02/04/17 02:29:00 AM,78.076,64.769,1.8
631,02/04/17 02:30:00 AM,78.076,64.769,1.8
632,02/04/17 02:31:00 AM,78.033,64.765,1.8
633,02/04/17 02:32:00 AM,78.076,64.769,1.8
634,02/04/17 02:33:00 AM,78.033,64.765,1.8
635,02/04/17 02:34:00 AM,78.033,64.795,1.8
636,02/04/17 02:35:00 AM,78.033,64.795,1.8
637,02/04/17 02:36:00 AM,78.033,64.795,1.8
638,02/04/17 02:37:00 AM,78.033,64.765,1.8
639,02/04/17 02:38:00 AM,78.033,64.795,1.8
640,02/04/17 02:39:00 AM,78.033,64.765,1.8
641,02/04/17 02:40:00 AM,78.033,64.765,1.8
642,02/04/17 02:41:00 AM,78.033,64.795,1.8
643,02/04/17 02:42:00 AM,78.033,64.765,1.1
644,02/04/17 02:43:00 AM,78.033,64.795,1.8
645,02/04/17 02:44:00 AM,77.990,64.791,1.8
646,02/04/17 02:45:00 AM,77.990,64.791,1.8
647,02/04/17 02:46:00 AM,77.990,64.822,1.8
648,02/04/17 02:47:00 AM,77.990,64.791,1.8
649,02/04/17 02:48:00 AM,77.990,64.791,1.8
650,02/04/17 02:49:00 AM,77.990,64.791,1.8
651,02/04/17 02:50:00 AM,77.990,64.791,1.8
652,02/04/17 02:51:00 AM,77.990,64.761,1.8
653,02/04/17 02:52:00 AM,77.990,64.791,1.8
654,02/04/17 02:53:00 AM,77.990,64.791,1.8
655,02/04/17 02:54:00 AM,77.990,64.791,1.8
656,02/04/17 02:55:00 AM,77.990,64.791,1.8
657,02/04/17 02:56:00 AM,77.990,64.761,1.8
658,02/04/17 02:57:00 AM,77.945,64.787,1.8
659,02/04/17 02:58:00 AM,77.945,64.818,1.8
660,02/04/17 02:59:00 AM,77.945,64.787,1.8
661,02/04/17 03:00:00 AM,77.945,64.787,1.8
662,02/04/17 03:01:00 AM,77.945,64.818,1.8
663,02/04/17 03:02:00 AM,77.945,64.787,1.8
664,02/04/17 03:03:00 AM,77.945,64.787,1.8
665,02/04/17 03:04:00 AM,77.945,64.757,1.8
666,02/04/17 03:05:00 AM,77.945,64.818,1.8
667,02/04/17 03:06:00 AM,77.945,64.787,1.8
668,02/04/17 03:07:00 AM,77.945,64.787,1.8
669,02/04/17 03:08:00 AM,77.902,64.783,1.8
670,02/04/17 03:09:00 AM,77.902,64.813,1.8
671,02/04/17 03:10:00 AM,77.902,64.813,1.8
672,02/04/17 03:11:00 AM,77.902,64.783,1.8
673,02/04/17 03:12:00 AM,77.902,64.813,1.8
674,02/04/17 03:13:00 AM,77.902,64.783,1.8
675,02/04/17 03:14:00 AM,77.902,64.813,1.8
676,02/04/17 03:15:00 AM,77.902,64.813,1.8
677,02/04/17 03:16:00 AM,77.902,64.813,1.8
678,02/04/17 03:17:00 AM,77.902,64.783,1.1
679,02/04/17 03:18:00 AM,77.902,64.783,1.8
680,02/04/17 03:19:00 AM,77.902,64.783,1.8
681,02/04/17 03:20:00 AM,77.859,64.809,1.8
682,02/04/17 03:21:00 AM,77.859,64.809,1.8
683,02/04/17 03:22:00 AM,77.859,64.809,1.8
684,02/04/17 03:23:00 AM,77.859,64.809,1.8
685,02/04/17 03:24:00 AM,77.859,64.809,1.8
686,02/04/17 03:25:00 AM,77.859,64.779,1.8
687,02/04/17 03:26:00 AM,77.859,64.809,1.8
688,02/04/17 03:27:00 AM,77.859,64.809,1.8
689,02/04/17 03:28:00 AM,77.859,64.779,1.8
690,02/04/17 03:29:00 AM,77.859,64.809,1.8
691,02/04/17 03:30:00 AM,77.859,64.779,1.8
692,02/04/17 03:31:00 AM,77.859,64.809,1.8
693,02/04/17 03:32:00 AM,77.859,64.809,1.8
694,02/04/17 03:33:00 AM,77.859,64.809,1.8
695,02/04/17 03:34:00 AM,77.815,64.775,1.8
696,02/04/17 03:35:00 AM,77.815,64.836,1.8
697,02/04/17 03:36:00 AM,77.815,64.805,1.8
698,02/04/17 03:37:00 AM,77.815,64.775,1.8
699,02/04/17 03:38:00 AM,77.815,64.805,1.8
700,02/04/17 03:39:00 AM,77.815,64.836,1.8
701,02/04/17 03:40:00 AM,77.815,64.805,1.8
702,02/04/17 03:41:00 AM,77.770,64.801,1.8
703,02/04/17 03:42:00 AM,77.815,64.775,1.8
704,02/04/17 03:43:00 AM,77.815,64.836,1.8
705,02/04/17 03:44:00 AM,77.815,64.836,1.8
706,02/04/17 03:45:00 AM,77.770,64.801,1.8
707,02/04/17 03:46:00 AM,77.770,64.831,1.8
708,02/04/17 03:47:00 AM,77.770,64.801,1.8
709,02/04/17 03:48:00 AM,77.770,64.801,1.8
710,02/04/17 03:49:00 AM,77.770,64.831,1.8
711,02/04/17 03:50:00 AM,77.770,64.801,1.8
712,02/04/17 03:51:00 AM,77.770,64.801,1.8
713,02/04/17 03:52:00 AM,77.770,64.831,1.8
714,02/04/17 03:53:00 AM,77.770,64.801,1.8
715,02/04/17 03:54:00 AM,77.770,64.801,1.1
716,02/04/17 03:55:00 AM,77.770,64.831,1.8
717,02/04/17 03:56:00 AM,77.727,64.797,1.8
718,02/04/17 03:57:00 AM,77.727,64.827,1.8
719,02/04/17 03:58:00 AM,77.727,64.797,1.8
720,02/04/17 03:59:00 AM,77.727,64.797,1.8
721,02/04/17 04:00:00 AM,77.727,64.797,1.8
722,02/04/17 04:01:00 AM,77.727,64.827,1.8
723,02/04/17 04:02:00 AM,77.727,64.797,1.8
724,02/04/17 04:03:00 AM,77.727,64.827,1.8
725,02/04/17 04:04:00 AM,77.727,64.797,1.8
726,02/04/17 04:05:00 AM,77.727,64.827,1.8
727,02/04/17 04:06:00 AM,77.727,64.797,1.8
728,02/04/17 04:07:00 AM,77.727,64.827,1.8
729,02/04/17 04:08:00 AM,77.727,64.827,1.1
730,02/04/17 04:09:00 AM,77.727,64.827,1.8
731,02/04/17 04:10:00 AM,77.727,64.797,1.8
732,02/04/17 04:11:00 AM,77.727,64.827,1.8
733,02/04/17 04:12:00 AM,77.684,64.823,1.8
734,02/04/17 04:13:00 AM,77.727,64.797,1.8
735,02/04/17 04:14:00 AM,77.684,64.823,1.8
736,02/04/17 04:15:00 AM,77.684,64.823,1.8
737,02/04/17 04:16:00 AM,77.684,64.823,1.8
738,02/04/17 04:17:00 AM,77.684,64.793,1.8
739,02/04/17 04:18:00 AM,77.684,64.823,1.8
740,02/04/17 04:19:00 AM,77.684,64.823,1.8
741,02/04/17 04:20:00 AM,77.684,64.823,1.8
742,02/04/17 04:21:00 AM,77.684,64.793,1.8
743,02/04/17 04:22:00 AM,77.684,64.823,1.8
744,02/04/17 04:23:00 AM,77.684,64.854,1.1
745,02/04/17 04:24:00 AM,77.684,64.823,1.8
746,02/04/17 04:25:00 AM,77.684,64.793,1.8
747,02/04/17 04:26:00 AM,77.684,64.854,1.8
748,02/04/17 04:27:00 AM,77.684,64.823,1.8
749,02/04/17 04:28:00 AM,77.684,64.793,1.8
750,02/04/17 04:29:00 AM,77.639,64.789,1.8
751,02/04/17 04:30:00 AM,77.639,64.789,1.8
752,02/04/17 04:31:00 AM,77.684,64.823,1.8
753,02/04/17 04:32:00 AM,77.639,64.819,1.8
754,02/04/17 04:33:00 AM,77.639,64.789,1.8
755,02/04/17 04:34:00 AM,77.639,64.789,1.8
756,02/04/17 04:35:00 AM,77.639,64.789,1.8
757,02/04/17 04:36:00 AM,77.639,64.758,1.8
758,02/04/17 04:37:00 AM,77.639,64.789,1.8
759,02/04/17 04:38:00 AM,77.639,64.789,1.8
760,02/04/17 04:39:00 AM,77.639,64.789,1.8
761,02/04/17 04:40:00 AM,77.639,64.819,1.8
762,02/04/17 04:41:00 AM,77.639,64.789,1.8
763,02/04/17 04:42:00 AM,77.639,64.819,1.8
764,02/04/17 04:43:00 AM,77.639,64.789,1.8
765,02/04/17 04:44:00 AM,77.639,64.819,1.8
766,02/04/17 04:45:00 AM,77.639,64.789,1.8
767,02/04/17 04:46:00 AM,77.639,64.789,1.8
768,02/04/17 04:47:00 AM,77.596,64.754,1.8
769,02/04/17 04:48:00 AM,77.596,64.754,1.8
770,02/04/17 04:49:00 AM,77.596,64.785,1.8
771,02/04/17 04:50:00 AM,77.596,64.785,1.8
772,02/04/17 04:51:00 AM,77.596,64.785,1.8
773,02/04/17 04:52:00 AM,77.596,64.785,1.8
774,02/04/17 04:53:00 AM,77.596,64.754,1.8
775,02/04/17 04:54:00 AM,77.596,64.754,1.8
776,02/04/17 04:55:00 AM,77.596,64.754,1.8
777,02/04/17 04:56:00 AM,77.596,64.754,1.1
778,02/04/17 04:57:00 AM,77.596,64.785,1.8
779,02/04/17 04:58:00 AM,77.596,64.754,1.8
780,02/04/17 04:59:00 AM,77.596,64.754,1.8
781,02/04/17 05:00:00 AM,77.596,64.754,1.8
782,02/04/17 05:01:00 AM,77.596,64.754,1.8
783,02/04/17 05:02:00 AM,77.596,64.754,1.8
784,02/04/17 05:03:00 AM,77.553,64.750,1.8
785,02/04/17 05:04:00 AM,77.553,64.750,1.8
786,02/04/17 05:05:00 AM,77.553,64.750,1.8
787,02/04/17 05:06:00 AM,77.553,64.750,1.8
788,02/04/17 05:07:00 AM,77.553,64.750,1.8
789,02/04/17 05:08:00 AM,77.553,64.720,1.8
790,02/04/17 05:09:00 AM,77.553,64.750,1.8
791,02/04/17 05:10:00 AM,77.553,64.750,1.8
792,02/04/17 05:11:00 AM,77.553,64.750,1.8
793,02/04/17 05:12:00 AM,77.553,64.750,1.8
794,02/04/17 05:13:00 AM,77.553,64.720,1.8
795,02/04/17 05:14:00 AM,77.553,64.750,1.8
796,02/04/17 05:15:00 AM,77.553,64.750,1.8
797,02/04/17 05:16:00 AM,77.553,64.750,1.8
798,02/04/17 05:17:00 AM,77.553,64.750,1.8
799,02/04/17 05:18:00 AM,77.509,64.746,1.8
800,02/04/17 05:19:00 AM,77.553,64.750,1.8
801,02/04/17 05:20:00 AM,77.553,64.720,1.8
802,02/04/17 05:21:00 AM,77.553,64.720,1.8
803,02/04/17 05:22:00 AM,77.509,64.716,1.8
804,02/04/17 05:23:00 AM,77.509,64.716,1.8
805,02/04/17 05:24:00 AM,77.509,64.716,1.8
806,02/04/17 05:25:00 AM,77.509,64.716,1.8
807,02/04/17 05:26:00 AM,77.509,64.716,1.8
808,02/04/17 05:27:00 AM,77.509,64.716,1.8
809,02/04/17 05:28:00 AM,77.509,64.746,1.8
810,02/04/17 05:29:00 AM,77.509,64.716,1.8
811,02/04/17 05:30:00 AM,77.509,64.716,1.8
812,02/04/17 05:31:00 AM,77.509,64.716,1.8
813,02/04/17 05:32:00 AM,77.509,64.746,1.1
814,02/04/17 05:33:00 AM,77.509,64.716,1.8
815,02/04/17 05:34:00 AM,77.464,64.742,1.8
816,02/04/17 05:35:00 AM,77.509,64.746,1.8
817,02/04/17 05:36:00 AM,77.464,64.712,1.1
818,02/04/17 05:37:00 AM,77.464,64.712,1.8
819,02/04/17 05:38:00 AM,77.464,64.742,1.8
820,02/04/17 05:39:00 AM,77.464,64.712,1.8
821,02/04/17 05:40:00 AM,77.464,64.742,1.8
822,02/04/17 05:41:00 AM,77.464,64.742,1.8
823,02/04/17 05:42:00 AM,77.464,64.712,1.8
824,02/04/17 05:43:00 AM,77.464,64.742,1.8
825,02/04/17 05:44:00 AM,77.464,64.712,1.8
826,02/04/17 05:45:00 AM,77.464,64.712,1.8
827,02/04/17 05:46:00 AM,77.464,64.742,1.8
828,02/04/17 05:47:00 AM,77.464,64.742,1.8
829,02/04/17 05:48:00 AM,77.464,64.712,1.8
830,02/04/17 05:49:00 AM,77.464,64.712,1.8
831,02/04/17 05:50:00 AM,77.421,64.707,1.8
832,02/04/17 05:51:00 AM,77.464,64.712,1.8
833,02/04/17 05:52:00 AM,77.464,64.712,1.8
834,02/04/17 05:53:00 AM,77.421,64.707,1.8
835,02/04/17 05:54:00 AM,77.421,64.707,1.8
836,02/04/17 05:55:00 AM,77.421,64.738,1.8
837,02/04/17 05:56:00 AM,77.421,64.738,1.8
838,02/04/17 05:57:00 AM,77.421,64.707,1.8
839,02/04/17 05:58:00 AM,77.421,64.707,1.8
840,02/04/17 05:59:00 AM,77.421,64.738,1.8
841,02/04/17 06:00:00 AM,77.421,64.707,1.8
842,02/04/17 06:01:00 AM,77.421,64.707,1.8
843,02/04/17 06:02:00 AM,77.421,64.707,1.8
844,02/04/17 06:03:00 AM,77.421,64.707,1.8
845,02/04/17 06:04:00 AM,77.421,64.707,1.8
846,02/04/17 06:05:00 AM,77.421,64.707,1.8
847,02/04/17 06:06:00 AM,77.421,64.707,1.8
848,02/04/17 06:07:00 AM,77.378,64.673,1.8
849,02/04/17 06:08:00 AM,77.421,64.707,1.8
850,02/04/17 06:09:00 AM,77.378,64.673,1.8
851,02/04/17 06:10:00 AM,77.378,64.703,1.8
852,02/04/17 06:11:00 AM,77.378,64.673,1.8
853,02/04/17 06:12:00 AM,77.378,64.703,1.8
854,02/04/17 06:13:00 AM,77.378,64.703,1.8
855,02/04/17 06:14:00 AM,77.378,64.673,1.8
856,02/04/17 06:15:00 AM,77.378,64.673,1.8
857,02/04/17 06:16:00 AM,77.378,64.673,1.8
858,02/04/17 06:17:00 AM,77.378,64.703,1.8
859,02/04/17 06:18:00 AM,77.378,64.673,1.8
860,02/04/17 06:19:00 AM,77.378,64.673,1.8
861,02/04/17 06:20:00 AM,77.378,64.673,1.8
862,02/04/17 06:21:00 AM,77.378,64.703,1.8
863,02/04/17 06:22:00 AM,77.378,64.703,1.8
864,02/04/17 06:23:00 AM,77.378,64.703,1.8
865,02/04/17 06:24:00 AM,77.378,64.673,1.8
866,02/04/17 06:25:00 AM,77.335,64.699,1.8
867,02/04/17 06:26:00 AM,77.378,64.703,1.8
868,02/04/17 06:27:00 AM,77.335,64.669,1.8
869,02/04/17 06:28:00 AM,77.335,64.699,1.8
870,02/04/17 06:29:00 AM,77.335,64.699,1.8
871,02/04/17 06:30:00 AM,77.335,64.699,1.8
872,02/04/17 06:31:00 AM,77.335,64.699,1.8
873,02/04/17 06:32:00 AM,77.335,64.699,1.8
874,02/04/17 06:33:00 AM,77.335,64.699,1.8
875,02/04/17 06:34:00 AM,77.335,64.669,1.8
876,02/04/17 06:35:00 AM,77.335,64.669,1.8
877,02/04/17 06:36:00 AM,77.335,64.669,1.8
878,02/04/17 06:37:00 AM,77.335,64.669,1.8
879,02/04/17 06:38:00 AM,77.335,64.669,1.8
880,02/04/17 06:39:00 AM,77.335,64.639,1.8
881,02/04/17 06:40:00 AM,77.335,64.669,1.8
882,02/04/17 06:41:00 AM,77.335,64.669,1.8
883,02/04/17 06:42:00 AM,77.335,64.669,1.8
884,02/04/17 06:43:00 AM,77.292,64.665,1.8
885,02/04/17 06:44:00 AM,77.335,64.669,1.8
886,02/04/17 06:45:00 AM,77.335,64.669,1.8
887,02/04/17 06:46:00 AM,77.335,64.669,1.8
888,02/04/17 06:47:00 AM,77.292,64.665,1.8
889,02/04/17 06:48:00 AM,77.292,64.665,1.8
890,02/04/17 06:49:00 AM,77.292,64.634,1.8
891,02/04/17 06:50:00 AM,77.292,64.665,1.8
892,02/04/17 06:51:00 AM,77.292,64.665,1.8
893,02/04/17 06:52:00 AM,77.292,64.665,1.8
894,02/04/17 06:53:00 AM,77.292,64.634,1.8
895,02/04/17 06:54:00 AM,77.292,64.665,1.8
896,02/04/17 06:55:00 AM,77.292,64.665,1.8
897,02/04/17 06:56:00 AM,77.292,64.634,1.8
898,02/04/17 06:57:00 AM,77.292,64.665,1.8
899,02/04/17 06:58:00 AM,77.292,64.665,1.8
900,02/04/17 06:59:00 AM,77.292,64.665,1.8
901,02/04/17 07:00:00 AM,77.292,64.665,1.8
902,02/04/17 07:01:00 AM,77.292,64.665,1.8
903,02/04/17 07:02:00 AM,77.292,64.665,1.8
904,02/04/17 07:03:00 AM,77.247,64.661,1.8
905,02/04/17 07:04:00 AM,77.292,64.634,1.8
906,02/04/17 07:05:00 AM,77.292,64.634,1.8
907,02/04/17 07:06:00 AM,77.247,64.661,1.8
908,02/04/17 07:07:00 AM,77.247,64.661,1.8
909,02/04/17 07:08:00 AM,77.247,64.630,1.8
910,02/04/17 07:09:00 AM,77.247,64.661,1.8
911,02/04/17 07:10:00 AM,77.247,64.630,1.8
912,02/04/17 07:11:00 AM,77.247,64.630,1.8
913,02/04/17 07:12:00 AM,77.247,64.661,1.8
914,02/04/17 07:13:00 AM,77.247,64.661,1.8
915,02/04/17 07:14:00 AM,77.247,64.661,1.8
916,02/04/17 07:15:00 AM,77.247,64.630,1.8
917,02/04/17 07:16:00 AM,77.247,64.630,1.8
918,02/04/17 07:17:00 AM,77.247,64.630,1.8
919,02/04/17 07:18:00 AM,77.247,64.630,1.8
920,02/04/17 07:19:00 AM,77.247,64.630,1.8
921,02/04/17 07:20:00 AM,77.247,64.630,1.8
922,02/04/17 07:21:00 AM,77.247,64.630,1.8
923,02/04/17 07:22:00 AM,77.247,64.630,1.8
924,02/04/17 07:23:00 AM,77.247,64.630,1.8
925,02/04/17 07:24:00 AM,77.247,64.630,1.8
926,02/04/17 07:25:00 AM,77.247,64.600,1.8
927,02/04/17 07:26:00 AM,77.247,64.600,1.8
928,02/04/17 07:27:00 AM,77.247,64.600,1.8
929,02/04/17 07:28:00 AM,77.247,64.630,1.8
930,02/04/17 07:29:00 AM,77.247,64.600,1.8
931,02/04/17 07:30:00 AM,77.203,64.596,1.8
932,02/04/17 07:31:00 AM,77.203,64.596,1.8
933,02/04/17 07:32:00 AM,77.203,64.596,1.8
934,02/04/17 07:33:00 AM,77.203,64.626,1.8
935,02/04/17 07:34:00 AM,77.203,64.596,1.8
936,02/04/17 07:35:00 AM,77.203,64.596,1.8
937,02/04/17 07:36:00 AM,77.203,64.596,1.8
938,02/04/17 07:37:00 AM,77.203,64.596,1.8
939,02/04/17 07:38:00 AM,77.203,64.596,1.8
940,02/04/17 07:39:00 AM,77.203,64.596,1.8
941,02/04/17 07:40:00 AM,77.203,64.566,1.8
942,02/04/17 07:41:00 AM,77.203,64.596,1.8
943,02/04/17 07:42:00 AM,77.203,64.596,1.8
944,02/04/17 07:43:00 AM,77.203,64.596,1.8
945,02/04/17 07:44:00 AM,77.203,64.596,1.8
946,02/04/17 07:45:00 AM,77.203,64.596,1.8
947,02/04/17 07:46:00 AM,77.203,64.566,1.8
948,02/04/17 07:47:00 AM,77.203,64.596,1.8
949,02/04/17 07:48:00 AM,77.203,64.566,1.8
950,02/04/17 07:49:00 AM,77.203,64.596,1.8
951,02/04/17 07:50:00 AM,77.203,64.566,1.8
952,02/04/17 07:51:00 AM,77.203,64.596,1.8
953,02/04/17 07:52:00 AM,77.203,64.566,1.8
954,02/04/17 07:53:00 AM,77.203,64.566,1.8
955,02/04/17 07:54:00 AM,77.203,64.566,1.8
